Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
The Natural History Museum,https://dublincitymum.ie/listing/the-natural-history-museum/,https://www.museum.ie/en-ie/home,,"FREE ADMISSION – NEW LOCATION at | the National Museum in Collins Barracks. | Better known as | “The Dead Zoo” | , the Museum’s 10,000 exhibits on Merrion Sq. provide a glimpse of the natural world that continues to delight children of all ages. In September 2024 the museum closed its doors to facilitate a grand scale refurbishment which will take a number of years. The museum housed the Dead Zoo – which consists of thousands of irreplaceable specimens, from elephants to insects. | These specimens have now been moved to the | National Museum in Collins Barracks. | They will remain there until the reopening of their refurbished home. | ​ | A new | ‘Dead Zoo Lab’ | has been opened to fill the gap left by the temporary closure. | This exciting exhibition will offer a rotation over time, with around 1.300 objects on display. This will include the dodo skeleton and hundreds of examples of animal species from around the world, such as Spoticus the Giraffe, the infamous eel choking on a frog, and Giant Irish Deer,","Collins Barracks, Benburb Street, Stoneybatter, Dublin, D07 XKV4, Ireland",53.348792,-6.287554,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/dead-zoo-800x600.jpg
The Nest Creche and Montessori Schools,https://dublincitymum.ie/listing/the-nest-creche-and-montessori-schools/,https://nestcare.ie/,+353867766608,"Creche & Montessori | 4 locations: Kinsealy, Ardee Street, Santry and Charlestown. Choose | your local school here",Various locations,,,Crèches,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/The-nest.png
The New School,https://dublincitymum.ie/listing/the-new-school/,https://www.newschool.ie/contact-us/,+353868695415,"The New School is a comprehensive music centre, combining expert tuition in the broadest range of instruments and subjects, with innovative approaches to music education. In addition, our external activities include: | An Outreach Programme, providing workshops and longer-term courses for young people and those with special needs. | A Music at Work Programme, providing convenient and affordable music courses in Dublin-area workplaces. | The Waltons World Masters Series, which has brought to Ireland some of the world’s most extraordinary musicians and performing groups. | The Waltons Music for Schools Competition, a national competition and celebration of music in Irish schools.",,,,Music,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-151.png
The Paddocks Riding Centre,https://dublincitymum.ie/listing/the-paddocks-riding-centre/,https://www.paddocks.ie/horse_riding_lessons_and_pony_camp,+353872237981,"The Paddocks Riding Centre, located high in the Dublin Mountains, is a family run horse riding centre with stables and facilities to house a large number of horses. Get out of the city and enjoy some riding lessons, or a one/two hour trek through the Dublin mountains enjoying the amazing views and beautiful scenery. They also host birthday parties.","Woodside Road, Sandyford, Co. Dublin",,,Horse Riding,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-164-417x600.png
The Phoenix Park Visitor Centre,https://dublincitymum.ie/listing/the-phoenix-park-visitor-centre/,https://www.phoenixpark.ie/home/phoenix-park-visitor-centre-1/,,"FREE ADMISSION | Step into a little slice of Dublin’s grandest green space at | Phoenix Park Visitor Centre, | nestled beside the delightfully rediscovered | Ashtown Castle | , | a medieval tower emerging from behind Georgian walls. It’s a treasure trove where history unfolds from 3500 B.C. to now, in exhibits that wink at young imaginations (and go easy on grown‑up attention spans). | There is the gorgeous | Phoenix Park Cafe | which serves fantastic food and is one of my family favourites in Dublin. Across the court yard and you can visit the Victorian walled kitchen gardens, and best of all is a brilliant kiddies playground, located beside the visitor center.","Phoenix Park Playground, Saint James, Dublin, Ireland",53.35117,-6.297828,Outdoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Phoenix-Park-Visitor-800x600.jpg
The Physio Girl,https://dublincitymum.ie/listing/the-physio-girl/,https://thephysiogirl.ie/,+353863576823,"Eimear Lynch offers specialized physiotherapy services focused on women’s health, including postnatal recovery and rehabilitation. If you’re navigating motherhood—from pregnancy aches to postnatal recovery— | The Physio Girl | , run by physiotherapist Eimear, offers a compassionate and empowering space to heal. She provides Women’s Health Physio, including Mummy MOTs (postnatal body checks) and musculoskeletal support, alongside Mum & Baby Pilates classes that really get how it is to juggle bubs and self-care. Classes are relaxed, include gentle Pilates, light cardio, strength work, and finish with some much-needed relaxation time—with room for feeding, soothing, or cuddles. It’s all about helping women feel physically stronger, emotionally supported, and ready to take on the beautiful chaos of motherhood.",Clare & Limerick,,,Pre + Postnatal Exercise,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-13-at-12.23.49-800x600.png
The Rink,https://dublincitymum.ie/listing/the-rink/,https://www.therink.ie/,,"The Rink | in Dublin is a fantastic spot for a birthday party bursting with energy and fun. Ideal for children aged 6 and up, their parties feature either 90 minutes (mid-week) or 120 minutes (weekend) of roller-skating excitement, with food, drinks, cake, and all the gear included. | Each party package includes roller-skate hire and wrist guards, a reserved party booth, cake presentation on the stage, a large slice of pizza or hot dog for each guest, and a drink or slushie. It’s a lively, music-filled celebration where kids can glide, spin, and laugh their way around the 4,500-square-foot roller-disco floor. | With friendly staff on hand to help beginners and keep things running smoothly, | The Rink | makes for a fun, energetic, and unforgettable birthday experience — the kind that gets everyone moving (and smiling!).","Finches Business Park Road, Walkinstown, Dublin, Ireland",53.324501,-6.339707,Party Venues,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_19-10-2025_101054_www.therink.ie_-689x600.jpeg
The Ruby Faye Candle Co.,https://dublincitymum.ie/listing/the-ruby-faye-candle-co/,https://www.etsy.com/shop/therubyfayecandleco/?etsrc=sdt,,"The Ruby Faye Candle Co. | hand-pours elegant, Irish-made soy-wax candles and wax melts that merge craftsmanship with chic simplicity. Based in Ireland, each piece goes beyond fragrance — it’s about texture, style and ambience. Think matte black jars, wooden wicks, rich scent combinations like cranberry & orange or thyme, olive & bergamot, and a focus on quality from the first light to the last. | Etsy | Designed for those who appreciate subtle luxury in their home, The Ruby Faye brand brings warmth, design-sensitive scenting and timeless style together — the perfect finishing touch for a beautifully curated living space.",,,,Gifts,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/il_1588xN.6904277187_jenz-800x600.jpg
The Sandymount Hotel,https://dublincitymum.ie/listing/the-sandymount-hotel/,https://www.sandymounthotel.ie/,+35316142000,"Location: | Beside Aviva Stadium, near Dublin Bay | Family Perks: | The Sandymount Hotel is a family favourite, offering connecting rooms and an enclosed garden where kids can play. It’s a short walk to Sandymount Beach and a quick DART ride to the city centre. Families will appreciate the tranquil surroundings, proximity to outdoor activities, and the welcoming staff.","Herbert Road, Dublin, D04 H3N3, Ireland",53.33393,-6.224685,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.40.39-800x600.png
The School of Music,https://dublincitymum.ie/listing/the-school-of-music/,https://churchtownschoolofmusic.ie/contact,,"Churchtown School of Music has a wide range of classes, suitable for all ages and levels, from beginner to advanced and everything in between! Located in Dundrum, CSM offers to all who attend, regardless of artistic and intellectual ability, the opportunity to pursue their own personal development.",,,,Music,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-147.png
The Shelbourne Hotel,https://dublincitymum.ie/listing/the-shelbourne-hotel-2/,https://theshelbourne.com/,+35316634500,"Location: | St. Stephen’s Green, Dublin 2 – Overlooking the iconic St. Stephen’s Green Park, it’s steps from Grafton Street and Dublin’s National Museums. | Family Perks: | The Shelbourne is perfect for families, offering family suites, connecting rooms, and dedicated kids’ amenities such as children’s robes and slippers. The hotel’s central location offers easy access to parks, museums, and attractions like Dublin Castle and the Little Museum of Dublin. The luxurious environment makes it a special choice for families seeking comfort and elegance.","27 St. Stephen's Green, Dublin, D02 K224, Ireland",53.33905,-6.256068,High End Family Friendly Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-10-at-12.40.27-800x424.png
The Sing Factory,https://dublincitymum.ie/listing/the-sing-factory/,https://singfactory.ie/party-hire/,+35316520884,"Looking to throw a birthday party that’s as unforgettable as a chart-topping hit? Sing Factory, located at 32 Merrion Street Upper, Dublin 2, offers a unique recording studio experience where kids can step into the spotlight and record their favourite songs. Under the guidance of professional sound engineers, children can sing solo or in groups, with the option to watch from a control room or via a big screen. | Each guest receives a VIP party bag filled with treats, and after the session, you’ll receive a polished mp3 recording and optional video to cherish the memories. For those seeking an even more personalized touch, Sing Factory also offers a mobile recording studio, bringing the pop star experience directly to your doorstep.","32 Merrion Street Upper, Dublin 2, Ireland",53.339384,-6.252032,Party Venues,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-210.png
